distance,throughput,delay
2354.8318411300625,15.886027,298.645311
2374.8162034144875,15.844907,298.126185
2394.8567806864776,15.844907,298.333659
2414.953415699773,15.844907,298.333659
2435.1059525203414,14.88544,296.523306
2455.3142365082317,14.88544,296.523306
2475.578114299769,14.090453,302.46901
2495.8974337900986,13.185813,289.450229
2516.272044116057,13.185813,289.450229
2536.7017956393693,12.445653,276.939535
2557.1865399301632,12.445653,276.939535
2577.7261297507926,12.445653,276.939535
2598.3204190399615,12.445653,276.939535
2618.969262897142,12.349707,278.829064
2639.672517567283,12.322293,280.157741
2660.4300404257956,11.321707,289.590261
2681.2416899638124,11.294293,289.716538
2702.1073257737194,11.294293,289.716538
2723.0268085349435,10.65008,287.134524
2744.0,10.65008,287.134524
2765.0267629807854,10.65008,287.134524
2786.1069613351174,9.53984,292.123727
2807.240459953511,9.512427,291.715368
2828.42712474619,9.526133,292.286709
2849.6668226303227,9.526133,292.286709
2870.959421517483,9.512427,292.286146
2892.3047903013266,9.512427,292.286146
2913.702798845483,9.389067,334.425189
2935.1533179716525,9.361653,335.076013
2956.656219447909,9.361653,335.076013
2978.2113759771987,9.347947,335.062933
2999.818661186039,9.58096,317.712021
3021.4779496134006,9.58096,317.712021
3043.189116699782,9.567253,320.731739
3064.9520387764633,9.553547,323.742849
3086.7665930549397,9.553547,282.474249
3108.6326576165284,8.51184,274.866957
3130.5501114021476,8.415893,278.193714
3152.518834202264,8.415893,278.193714
3174.538706646999,8.333653,333.012802
3196.609610196403,8.30624,332.419812
3218.7314271308815,8.278827,332.32687
3240.9040405417745,8.278827,332.32687
3263.127334322092,8.251413,284.317604
3285.4011931573896,7.264533,317.052326
3307.7255025167974,7.264533,317.052326
3330.1001486441814,6.757387,313.045022
3352.5250185494515,6.757387,313.045022
3375.0,6.757387,313.045022
3397.5249815122775,6.757387,313.045022
3420.0998523434955,6.757387,313.045022
3442.724502483462,5.811627,306.931454
3465.3988226465362,5.79792,306.427111
3488.1227042637133,5.7568,308.126815
3510.8960394748233,5.7568,308.27491
3533.7187211208534,5.729387,308.069964
3556.5906427363834,5.729387,308.069964
3579.511698542135,5.729387,308.871379
3602.4817834376345,5.729387,308.871379
3625.500792993983,5.729387,308.871379
3648.568623446735,5.455253,308.625814
3671.68517168888,5.26336,304.935297
3694.850335263933,5.071467,308.165783
3718.06401235912,5.071467,308.165783
3741.3261017986656,5.071467,308.165783
3764.636503037179,4.824747,297.195868
3787.995116153135,4.619147,299.662993
3811.4018418424475,4.372427,380.334268
3834.8565814121393,4.372427,380.334268
3858.359236774098,4.372427,380.334268
3881.9097104389225,3.152533,319.199905
3905.507905509858,3.152533,319.199905
3929.1537256768156,3.152533,319.199905
3952.847075210474,3.12512,300.172849
3976.5878589564695,3.12512,300.172849
4000.375982329661,2.850987,346.317601
4024.2113513084773,2.83728,346.40093
4048.0938724293437,2.83728,346.40093
4072.0234527811845,2.83728,346.40093
4096.0,2.83728,346.40093
4120.023422263519,2.700213,371.582472
4144.093628285925,2.42608,400.660427
4168.21052731265,2.42608,400.660427
4192.374029115246,2.42608,400.660427
4216.584043986317,2.42608,352.524834
4240.840482734525,2.42608,371.838055
4265.143256679663,2.42608,371.838055
4289.492277647787,2.42608,371.838055
4313.8874579664225,2.42608,373.000992
4338.328710459824,2.42608,373.000992
4362.815948444308,2.42608,373.000992
4387.349085723633,2.42608,373.997603
4411.928036584459,2.42608,373.997603
4436.552715791846,2.42608,354.816812
4461.2230385848225,2.42608,354.816812
4485.938920672014,2.42608,354.816812
4510.7002782273175,2.42608,354.816812
4535.5070278856365,2.124533,396.079918
4560.359086738675,2.124533,396.079918
4585.256372330778,2.124533,396.079918
4610.198802654827,2.124533,396.079918
4635.186296148193,1.918933,413.968563
4660.218771688728,1.918933,413.968563
4685.296148590823,1.93264,413.948563
4710.418346601499,1.93264,413.948563
4735.58528589656,1.89152,414.048563
4760.7968870767845,1.89152,414.048563
4786.053071164171,1.89152,414.048563
4811.353759598228,0.8224,415.608563
4836.6988742323,0.8224,415.608563
4862.088337329958,0.808693,415.588563
4887.522071561417,0.808693,415.588563
4913.0,0.808693,415.588563
4938.522046118656,0.808693,415.588563
4964.088133786507,0.808693,415.588563
4989.698187265438,0.808693,415.588563
5015.352131206741,0.808693,415.588563
5041.049890647781,0.808693,415.588563
5066.791391008712,0.808693,415.588563
5092.576558089235,0.808693,415.588563
5118.405318065384,0.808693,415.588563
5144.277597486356,0.808693,415.588563
5170.1933232713845,0.808693,415.588563
5196.152422706632,0.808693,415.588563
5222.154823442139,0.794987,415.608563
5248.200453488796,0.794987,415.608563
5274.289241215351,0.794987,415.608563
5300.421115345459,0.794987,415.608563
5326.596004954759,0.794987,415.608563
5352.813839467985,0.794987,415.608563
5379.074548656116,0.794987,415.608563
5405.378062633547,0.794987,415.608563
5431.724311855306,0.794987,415.608563
5458.113227114292,0.794987,415.608563
5484.544739538552,0.794987,415.608563
5511.018780588576,0.794987,415.608563
5537.535282054643,0.794987,415.608563
5564.094176054176,0.794987,415.608563
5590.695395029137,0.794987,415.608563
5617.338871743452,0.794987,415.608563
5644.024539280459,0.794987,415.608563
5670.7523310403885,0.794987,415.608563
5697.522180737868,0.794987,415.608563
5724.334022399462,0.794987,415.608563
5751.187790361222,0.794987,415.608563
5778.083419266288,0.794987,415.608563
5805.020844062491,0.794987,415.608563
5832.0,0.794987,415.608563
5859.020822628982,0.78128,415.628563
5886.083247797299,0.78128,415.628563
5913.187211648215,0.78128,415.628563
5940.332650618146,0.753867,423.628563
5967.519501434411,0.753867,423.628563
5994.747701113033,0.753867,423.628563
6022.017186956544,0.466027,424.048563
6049.327896551815,0.466027,424.048563
6076.6797677679215,0.466027,424.048563
6104.07273875402,0.466027,424.048563
6131.506747937247,0.466027,424.048563
6158.981734020649,0.466027,424.048563
6186.497635981121,0.466027,424.048563
6214.054393067379,0.466027,424.048563
6241.651944797947,0.466027,424.048563
6269.290230959164,0.45232,424.068563
6296.969191603212,0.45232,424.068563
6324.68876704617,0.45232,424.068563
6352.448897866082,0.45232,424.068563
6380.249524901044,0.45232,424.068563
6408.090589247315,0.45232,424.068563
6435.972032257443,0.45232,424.068563
6463.8937955384135,0.45232,424.068563
6491.855820949815,0.45232,424.068563
6519.858050602023,0.45232,424.068563
6547.900426854398,0.45232,424.068563
6575.982892313514,0.45232,424.068563
6604.1053898313885,0.2056,517.684563
6632.267862503745,0.2056,517.684563
6660.47025366828,0.2056,517.684563
6688.712506902954,0.2056,517.684563
6716.994566024302,0.2056,517.684563
6745.316375085753,0.0,0.0
6773.677878375971,0.0,0.0
6802.0790204172135,0.0,0.0
6830.519745963699,0.0,0.0
6859.0,0.0,0.0
6887.519727739442,0.0,0.0
6916.078874622527,0.0,0.0
6944.677386315364,0.0,0.0
6973.315208708122,0.0,0.0
7001.992287913491,0.0,0.0
7030.708570265162,0.0,0.0
7059.464002316323,0.0,0.0
7088.258530838163,0.0,0.0
7117.0921028183975,0.0,0.0
7145.964665459801,0.0,0.0
7174.8761661787585,0.0,0.0
7203.826552603831,0.0,0.0
7232.8157725743295,0.0,0.0
7261.843774138907,0.0,0.0
7290.910505554159,0.0,0.0
7320.015915283245,0.0,0.0
7349.159951994514,0.0,0.0
7378.3425645601465,0.0,0.0
7407.563702054813,0.0,0.0
7436.823313754335,0.0,0.0
7466.121349134369,0.0,0.0
7495.457757869095,0.0,0.0
7524.832489829923,0.0,0.0
7554.245495084205,0.0,0.0
7583.6967238939615,0.0,0.0
7613.186126714622,0.0,0.0
7642.713654193777,0.0,0.0
7672.279257169932,0.0,0.0
7701.882886671285,0.0,0.0
7731.524493914509,0.0,0.0
7761.204030303546,0.0,0.0
7790.921447428411,0.0,0.0
7820.676697064008,0.0,0.0
7850.469731168957,0.0,0.0
7880.30050188443,0.0,0.0
7910.168961532996,0.0,0.0
7940.075062617481,0.0,0.0
7970.018757819834,0.0,0.0
8000.0,0.0,0.0
8030.018742194815,0.0,0.0
8060.074937616895,0.0,0.0
8090.168539653547,0.0,0.0
8120.299501865679,0.0,0.0
8150.467777986733,0.0,0.0
8180.673321921613,0.0,0.0
8210.91608774563,0.0,0.0
8241.196029703455,0.0,0.0
8271.513102208084,0.0,0.0
8301.8672598398,0.0,0.0
8332.258457345164,0.0,0.0
8362.686649635989,0.0,0.0
8393.15179178835,0.0,0.0
8423.653839041583,0.0,0.0
8454.192746797295,0.0,0.0
8484.768470618394,0.0,0.0
8515.380966228111,0.0,0.0
8546.030189509045,0.0,0.0
8576.716096502203,0.0,0.0
8607.438643406063,0.0,0.0
8638.197786575623,0.0,0.0
8668.993482521486,0.0,0.0
8699.825687908926,0.0,0.0
8730.694359556976,0.0,0.0
8761.599454437528,0.0,0.0
8792.540929674426,0.0,0.0
8823.518742542568,0.0,0.0
8854.532850467041,0.0,0.0
8885.583211022224,0.0,0.0
8916.66978193092,0.0,0.0
8947.792521063506,0.0,0.0
8978.95138643706,0.0,0.0
9010.146336214524,0.0,0.0
9041.377328703851,0.0,0.0
9072.644322357182,0.0,0.0
9103.94727577,0.0,0.0
9135.286147680323,0.0,0.0
9166.660896967882,0.0,0.0
9198.071482653308,0.0,0.0
9229.517863897334,0.0,0.0
9261.0,0.0,0.0
9292.517850399858,0.0,0.0
9324.07137467319,0.0,0.0
9355.660532533233,0.0,0.0
9387.285283829398,0.0,0.0
9418.945588546523,0.0,0.0
9450.64140680409,0.0,0.0
9482.372698855494,0.0,0.0
9514.139425087275,0.0,0.0
9545.941546018392,0.0,0.0
9577.77902229948,0.0,0.0
9609.651814712122,0.0,0.0
9641.559884168122,0.0,0.0
9673.503191708782,0.0,0.0
9705.481698504202,0.0,0.0
9737.495365852556,0.0,0.0
9769.544155179401,0.0,0.0
9801.628028036976,0.0,0.0
9833.746946103505,0.0,0.0
9865.900871182519,0.0,0.0
9898.089765202172,0.0,0.0
9930.31359021456,0.0,0.0
9962.572308395056,0.0,0.0
9994.86588204164,0.0,0.0
10027.194273574238,0.0,0.0
10059.557445534072,0.0,0.0
10091.955360583002,0.0,0.0
10124.387981502881,0.0,0.0
10156.855271194918,0.0,0.0
10189.357192679036,0.0,0.0
10221.893709093241,0.0,0.0
10254.464783693003,0.0,0.0
10287.07037985062,0.0,0.0
10319.710461054612,0.0,0.0
10352.3849909091,0.0,0.0
10385.0939331332,0.0,0.0
10417.837251560422,0.0,0.0
10450.614910138063,0.0,0.0
10483.426872926619,0.0,0.0
10516.27310409919,0.0,0.0
10549.15356794089,0.0,0.0
10582.068228848271,0.0,0.0
10615.017051328745,0.0,0.0
10648.0,0.0,0.0
10681.017039589442,0.0,0.0
10714.068134933621,0.0,0.0
10747.153250977675,0.0,0.0
10780.272352774766,0.0,0.0
10813.425405485536,0.0,0.0
10846.61237437754,0.0,0.0
10879.833224824726,0.0,0.0
10913.087922306866,0.0,0.0
10946.376432409037,0.0,0.0
10979.698720821078,0.0,0.0
11013.054753337059,0.0,0.0
11046.444495854763,0.0,0.0
11079.867914375152,0.0,0.0
11113.324975001857,0.0,0.0
11146.81564394065,0.0,0.0
11180.339887498949,0.0,0.0
11213.897672085295,0.0,0.0
11247.488964208856,0.0,0.0
11281.113730478919,0.0,0.0
11314.771937604399,0.0,0.0
11348.463552393338,0.0,0.0
11382.188541752417,0.0,0.0
11415.94687268647,0.0,0.0
11449.738512298,0.0,0.0
11483.56342778669,0.0,0.0
11517.42158644894,0.0,0.0
11551.312955677377,0.0,0.0
11585.237502960395,0.0,0.0
11619.195195881684,0.0,0.0
11653.186002119764,0.0,0.0
11687.209889447524,0.0,0.0
11721.266825731765,0.0,0.0
11755.356778932743,0.0,0.0
11789.479717103719,0.0,0.0
11823.635608390508,0.0,0.0
11857.824421031035,0.0,0.0
11892.046123354887,0.0,0.0
11926.30068378288,0.0,0.0
11960.588070826618,0.0,0.0
11994.908253088057,0.0,0.0
12029.26119925908,0.0,0.0
12063.64687812106,0.0,0.0
12098.065258544442,0.0,0.0
12132.516309488317,0.0,0.0
12167.0,0.0,0.0
12201.516299214618,0.0,0.0
12236.065176354692,0.0,0.0
12270.646600729728,0.0,0.0
12305.260541735799,0.0,0.0
12339.906968855154,0.0,0.0
12374.585851655804,0.0,0.0
12409.297159791122,0.0,0.0
12444.040862999445,0.0,0.0
12478.816931103685,0.0,0.0
12513.625334010923,0.0,0.0
12548.46604171203,0.0,0.0
12583.339024281273,0.0,0.0
12618.244251875933,0.0,0.0
12653.181694735913,0.0,0.0
12688.151323183374,0.0,0.0
12723.15310762234,0.0,0.0
12758.187018538332,0.0,0.0
12793.25302649799,0.0,0.0
12828.351102148708,0.0,0.0
12863.48121621826,0.0,0.0
12898.64333951443,0.0,0.0
12933.837442924663,0.0,0.0
12969.063497415687,0.0,0.0
13004.32147403316,0.0,0.0
13039.61134390132,0.0,0.0
13074.933078222619,0.0,0.0
13110.286648277375,0.0,0.0
13145.672025423424,0.0,0.0
13181.089181095771,0.0,0.0
13216.538086806242,0.0,0.0
13252.01871414314,0.0,0.0
13287.531034770907,0.0,0.0
13323.07502042978,0.0,0.0
13358.650642935461,0.0,0.0
13394.257874178771,0.0,0.0
13429.896686125325,0.0,0.0
13465.567050815202,0.0,0.0
13501.268940362606,0.0,0.0
13537.002326955551,0.0,0.0
13572.767182855529,0.0,0.0
13608.563480397186,0.0,0.0
13644.39119198801,0.0,0.0
13680.250290107999,0.0,0.0
13716.140747309353,0.0,0.0
13752.062536216159,0.0,0.0
13788.015629524069,0.0,0.0
13824.0,0.0,0.0
13860.015620481818,0.0,0.0
13896.062463878032,0.0,0.0
13932.140503167488,0.0,0.0
13968.249711399063,0.0,0.0
14004.390061691369,0.0,0.0
14040.561527232448,0.0,0.0
14076.764081279476,0.0,0.0
14112.99769715846,0.0,0.0
14149.262348263954,0.0,0.0
14185.558008058759,0.0,0.0
14221.884650073633,0.0,0.0
14258.242247906997,0.0,0.0
14294.630775224661,0.0,0.0
14331.05020575952,0.0,0.0
14367.500513311285,0.0,0.0
14403.981671746184,0.0,0.0
14440.493654996702,0.0,0.0
14477.03643706128,0.0,0.0
14513.609992004056,0.0,0.0
14550.214293954574,0.0,0.0
14586.849317107515,0.0,0.0
14623.51503572243,0.0,0.0
14660.21142412346,0.0,0.0
14696.938456699068,0.0,0.0
14733.696107901778,0.0,0.0
14770.484352247899,0.0,0.0
14807.303164317262,0.0,0.0
14844.152518752966,0.0,0.0
14881.0323902611,0.0,0.0
14917.9427536105,0.0,0.0
14954.883583632472,0.0,0.0
14991.85485522055,0.0,0.0
15028.856543330234,0.0,0.0
15065.888622978733,0.0,0.0
15102.951069244713,0.0,0.0
15140.043857268049,0.0,0.0
15177.166962249576,0.0,0.0
15214.320359450829,0.0,0.0
15251.504024193811,0.0,0.0
15288.717931860736,0.0,0.0
15325.962057893788,0.0,0.0
15363.236377794881,0.0,0.0
15400.540867125414,0.0,0.0
15437.875501506029,0.0,0.0
15475.240256616373,0.0,0.0
15512.635108194869,0.0,0.0
15550.060032038462,0.0,0.0
15587.515004002402,0.0,0.0
15625.0,0.0,0.0
15662.514996002397,0.0,0.0
15700.059968038338,0.0,0.0
15737.634892193935,0.0,0.0
15775.239744612441,0.0,0.0
15812.874501494029,0.0,0.0
15850.539139095554,0.0,0.0
15888.23363373034,0.0,0.0
15925.957961767952,0.0,0.0
15963.712099633969,0.0,0.0
16001.496023809774,0.0,0.0
16039.309710832322,0.0,0.0
16077.153137293928,0.0,0.0
16115.026279842054,0.0,0.0
16152.92911517908,0.0,0.0
16190.861620062102,0.0,0.0
16228.823771302712,0.0,0.0
16266.815545766787,0.0,0.0
16304.836920374273,0.0,0.0
16342.887872098981,0.0,0.0
16380.96837796838,0.0,0.0
16419.078415063374,0.0,0.0
16457.217960518115,0.0,0.0
16495.38699151978,0.0,0.0
16533.58548530838,0.0,0.0
16571.81341917655,0.0,0.0
16610.07077046934,0.0,0.0
16648.35751658403,0.0,0.0
16686.673634969913,0.0,0.0
16725.019103128103,0.0,0.0
16763.393898611343,0.0,0.0
16801.797999023795,0.0,0.0
16840.231382020855,0.0,0.0
16878.69402530895,0.0,0.0
16917.185906645347,0.0,0.0
16955.70700383797,0.0,0.0
16994.257294745188,0.0,0.0
17032.836757275636,0.0,0.0
17071.44536938803,0.0,0.0
17110.083109090967,0.0,0.0
17148.749954442745,0.0,0.0
17187.44588355117,0.0,0.0
17226.170874573374,0.0,0.0
17264.924905715634,0.0,0.0
17303.707955233178,0.0,0.0
17342.52000143001,0.0,0.0
17381.361022658726,0.0,0.0
17420.23099732033,0.0,0.0
17459.129903864054,0.0,0.0
17498.057720787183,0.0,0.0
17537.014426634883,0.0,0.0
17576.0,0.0,0.0
17615.014419522908,0.0,0.0
17654.057663891323,0.0,0.0
17693.12971184013,0.0,0.0
17732.230542151203,0.0,0.0
17771.36013365325,0.0,0.0
17810.518465221612,0.0,0.0
17849.705515778125,0.0,0.0
17888.921264290926,0.0,0.0
17928.16568977429,0.0,0.0
17967.438771288467,0.0,0.0
18006.74048793951,0.0,0.0
18046.070818879107,0.0,0.0
18085.429743304416,0.0,0.0
18124.8172404579,0.0,0.0
18164.233289627173,0.0,0.0
18203.677870144813,0.0,0.0
18243.150961388223,0.0,0.0
18282.65254277945,0.0,0.0
18322.182593785055,0.0,0.0
18361.7410939159,0.0,0.0
18401.328022727055,0.0,0.0
18440.94335981758,0.0,0.0
18480.587084830397,0.0,0.0
18520.259177452135,0.0,0.0
18559.959617412966,0.0,0.0
18599.688384486446,0.0,0.0
18639.44545848937,0.0,0.0
18679.230819281613,0.0,0.0
18719.044446765973,0.0,0.0
18758.88632088803,0.0,0.0
18798.75642163598,0.0,0.0
18838.6547290405,0.0,0.0
18878.581223174584,0.0,0.0
18918.535884153403,0.0,0.0
18958.518692134152,0.0,0.0
18998.5296273159,0.0,0.0
19038.56866993945,0.0,0.0
19078.63580028719,0.0,0.0
19118.730998682942,0.0,0.0
19158.85424549182,0.0,0.0
19199.005521120096,0.0,0.0
19239.18480601504,0.0,0.0
19279.392080664784,0.0,0.0
19319.627325598183,0.0,0.0
19359.89052138467,0.0,0.0
19400.18164863412,0.0,0.0
19440.500687996697,0.0,0.0
19480.84762016273,0.0,0.0
19521.222425862576,0.0,0.0
19561.62508586646,0.0,0.0
19602.055580984357,0.0,0.0
19642.513892065854,0.0,0.0
19683.0,0.0,0.0
19723.51388571519,0.0,0.0
19764.055530179023,0.0,0.0
19804.62491439815,0.0,0.0
19845.222019418175,0.0,0.0
19885.84682632349,0.0,0.0
19926.49931623716,0.0,0.0
19967.17947032079,0.0,0.0
20007.887269774386,0.0,0.0
20048.622695836242,0.0,0.0
20089.38572978278,0.0,0.0
20130.176352928454,0.0,0.0
20170.994546625607,0.0,0.0
20211.840292264333,0.0,0.0
20252.71357127237,0.0,0.0
20293.614365114954,0.0,0.0
20334.54265529471,0.0,0.0
20375.498423351513,0.0,0.0
20416.481650862373,0.0,0.0
20457.492319441306,0.0,0.0
20498.530410739204,0.0,0.0
20539.59590644373,0.0,0.0
20580.68878827917,0.0,0.0
20621.80903800634,0.0,0.0
20662.956637422438,0.0,0.0
20704.13156836094,0.0,0.0
20745.33381269147,0.0,0.0
20786.563352319692,0.0,0.0
20827.820169187173,0.0,0.0
20869.104245271286,0.0,0.0
20910.415562585073,0.0,0.0
20951.754103177136,0.0,0.0
20993.119849131523,0.0,0.0
21034.512782567606,0.0,0.0
21075.932885639962,0.0,0.0
21117.380140538266,0.0,0.0
21158.854529487176,0.0,0.0
21200.356034746208,0.0,0.0
21241.884638609634,0.0,0.0
21283.440323406365,0.0,0.0
21325.02307149983,0.0,0.0
21366.632865287876,0.0,0.0
21408.269687202654,0.0,0.0
21449.9335197105,0.0,0.0
21491.624345311826,0.0,0.0
21533.342146541025,0.0,0.0
21575.086905966335,0.0,0.0
21616.858606189755,0.0,0.0
21658.657229846915,0.0,0.0
21700.482759606984,0.0,0.0
21742.33517817256,0.0,0.0
21784.214468279548,0.0,0.0
21826.120612697072,0.0,0.0
21868.053594227356,0.0,0.0
21910.013395705628,0.0,0.0
21952.0,0.0,0.0
21994.013390011383,0.0,0.0
22036.053548673364,0.0,0.0
22078.120458952115,0.0,0.0
22120.214103846283,0.0,0.0
22162.334466386885,0.0,0.0
22204.48152963721,0.0,0.0
22246.65527669272,0.0,0.0
22288.85569068094,0.0,0.0
22331.082754761355,0.0,0.0
22373.336452125328,0.0,0.0
22415.61676599598,0.0,0.0
22457.92367962809,0.0,0.0
22500.25717630801,0.0,0.0
22542.617239353553,0.0,0.0
22585.003852113907,0.0,0.0
22627.41699796952,0.0,0.0
22669.856660332018,0.0,0.0
22712.3228226441,0.0,0.0
22754.815468379435,0.0,0.0
22797.33458104258,0.0,0.0
22839.880144168885,0.0,0.0
22882.452141324364,0.0,0.0
22925.05055610565,0.0,0.0
22967.675372139864,0.0,0.0
23010.32657308453,0.0,0.0
23053.004142627484,0.0,0.0
23095.708064486786,0.0,0.0
23138.438322410613,0.0,0.0
23181.194900177168,0.0,0.0
23223.977781594607,0.0,0.0
23266.786950500922,0.0,0.0
23309.622390763863,0.0,0.0
23352.48408628084,0.0,0.0
23395.37202097885,0.0,0.0
23438.286178814356,0.0,0.0
23481.22654377322,0.0,0.0
23524.19309987061,0.0,0.0
23567.185831150906,0.0,0.0
23610.204721687613,0.0,0.0
23653.24975558327,0.0,0.0
23696.32091696937,0.0,0.0
23739.418190006258,0.0,0.0
